payment_id,order_id,amount,status,method,fee,tax,customer_email,created_at,settlement_id
PAY_0045_02,ORD_PAY_0045_02,296777,captured,upi,0,0,user_pay_0045_02@example.com,2026-08-15,SETL_0045
PAY_0045_03,ORD_PAY_0045_03,478126,captured,card,9662,1739,user_pay_0045_03@example.com,2026-08-15,SETL_0045
PAY_0046_00,ORD_PAY_0046_00,62406,captured,netbanking,1036,197,user_pay_0046_00@example.com,2026-08-15,SETL_0046
PAY_0046_01,ORD_PAY_0046_01,196068,captured,upi,0,0,user_pay_0046_01@example.com,2026-08-16,SETL_0046
PAY_0047_00,ORD_PAY_0047_00,317075,captured,card,6441,1160,user_pay_0047_00@example.com,2026-08-16,SETL_0047
PAY_0047_01,ORD_PAY_0047_01,110472,captured,card,2309,415,user_pay_0047_01@example.com,2026-08-15,SETL_0047
PAY_0047_02,ORD_PAY_0047_02,354396,captured,card,7187,1293,user_pay_0047_02@example.com,2026-08-15,SETL_0047
PAY_0047_03,ORD_PAY_0047_03,106834,captured,netbanking,1702,306,user_pay_0047_03@example.com,2026-08-15,SETL_0047
PAY_0048_00,ORD_PAY_0048_00,367828,captured,netbanking,5617,1030,user_pay_0048_00@example.com,2026-08-15,SETL_0048
PAY_0048_01,ORD_PAY_0048_01,149656,captured,card,3093,556,user_pay_0048_01@example.com,2026-08-15,SETL_0048
PAY_0048_02,ORD_PAY_0048_02,421607,captured,card,8532,1535,user_pay_0048_02@example.com,2026-08-15,SETL_0048
PAY_0049_00,ORD_PAY_0049_00,210956,captured,card,4319,777,user_pay_0049_00@example.com,2026-08-15,SETL_0049
PAY_0049_01,ORD_PAY_0049_01,193119,captured,netbanking,2996,539,user_pay_0049_01@example.com,2026-08-15,SETL_0049
PAY_0050_00,ORD_PAY_0050_00,120579,captured,card,2511,451,user_pay_0050_00@example.com,2026-08-16,SETL_0050
PAY_0050_01,ORD_PAY_0050_01,218781,captured,netbanking,3381,608,user_pay_0050_01@example.com,2026-08-16,SETL_0050
PAY_0051_00,ORD_PAY_0051_00,188951,captured,card,3879,698,user_pay_0051_00@example.com,2026-08-15,SETL_0051
PAY_0051_01,ORD_PAY_0051_01,251819,captured,netbanking,3877,697,user_pay_0051_01@example.com,2026-08-15,SETL_0051
PAY_0051_02,ORD_PAY_0051_02,288002,captured,card,5860,1054,user_pay_0051_02@example.com,2026-08-16,SETL_0051
PAY_0052_00,ORD_PAY_0052_00,137776,captured,upi,0,0,user_pay_0052_00@example.com,2026-08-15,SETL_0052
PAY_0052_01,ORD_PAY_0052_01,32805,captured,upi,0,0,user_pay_0052_01@example.com,2026-08-15,SETL_0052
PAY_0052_02,ORD_PAY_0052_02,269108,captured,netbanking,4136,744,user_pay_0052_02@example.com,2026-08-16,SETL_0052
PAY_0053_00,ORD_PAY_0053_00,97369,captured,netbanking,1560,280,user_pay_0053_00@example.com,2026-08-16,SETL_0053
PAY_0053_01,ORD_PAY_0053_01,22907,captured,upi,0,0,user_pay_0053_01@example.com,2026-08-16,SETL_0053
PAY_0054_00,ORD_PAY_0054_00,445968,captured,card,9019,1623,user_pay_0054_00@example.com,2026-08-16,SETL_0054
PAY_0054_01,ORD_PAY_0054_01,477298,captured,netbanking,7259,1306,user_pay_0054_01@example.com,2026-08-16,SETL_0054
PAY_0054_02,ORD_PAY_0054_02,273735,captured,netbanking,4206,757,user_pay_0054_02@example.com,2026-08-15,SETL_0054
PAY_0055_00,ORD_PAY_0055_00,490330,captured,netbanking,7454,1341,user_pay_0055_00@example.com,2026-08-15,SETL_0055
PAY_0055_01,ORD_PAY_0055_01,451506,captured,netbanking,6872,1236,user_pay_0055_01@example.com,2026-08-15,SETL_0055
PAY_0056_00,ORD_PAY_0056_00,172942,captured,card,3558,640,user_pay_0056_00@example.com,2026-08-15,SETL_0056
PAY_0056_01,ORD_PAY_0056_01,217619,captured,netbanking,3364,605,user_pay_0056_01@example.com,2026-08-15,SETL_0056
PAY_0056_02,ORD_PAY_0056_02,122547,captured,upi,0,0,user_pay_0056_02@example.com,2026-08-15,SETL_0056
PAY_0057_00,ORD_PAY_0057_00,267510,captured,card,5450,981,user_pay_0057_00@example.com,2026-08-15,SETL_0057
PAY_0057_01,ORD_PAY_0057_01,334484,captured,card,6789,1222,user_pay_0057_01@example.com,2026-08-15,SETL_0057
PAY_0058_00,ORD_PAY_0058_00,499174,captured,netbanking,7587,1365,user_pay_0058_00@example.com,2026-08-15,SETL_0058
PAY_0058_01,ORD_PAY_0058_01,300074,captured,upi,0,0,user_pay_0058_01@example.com,2026-08-15,SETL_0058
PAY_0059_00,ORD_PAY_0059_00,275972,captured,upi,0,0,user_pay_0059_00@example.com,2026-08-15,SETL_0059
PAY_0059_01,ORD_PAY_0059_01,248503,captured,card,5070,912,user_pay_0059_01@example.com,2026-08-15,SETL_0059
PAY_0060_00,ORD_PAY_0060_00,265047,captured,upi,0,0,user_pay_0060_00@example.com,2026-08-16,SETL_0060
PAY_0060_01,ORD_PAY_0060_01,34138,captured,card,782,140,user_pay_0060_01@example.com,2026-08-16,SETL_0060
PAY_0061_00,ORD_PAY_0061_00,115278,captured,upi,0,0,user_pay_0061_00@example.com,2026-08-15,SETL_0061
PAY_0061_01,ORD_PAY_0061_01,218759,captured,card,4475,805,user_pay_0061_01@example.com,2026-08-15,SETL_0061
PAY_0061_02,ORD_PAY_0061_02,258393,captured,card,5267,948,user_pay_0061_02@example.com,2026-08-15,SETL_0061
PAY_0062_00,ORD_PAY_0062_00,266576,captured,upi,0,0,user_pay_0062_00@example.com,2026-08-16,SETL_0062
PAY_0062_01,ORD_PAY_0062_01,47307,captured,card,1046,188,user_pay_0062_01@example.com,2026-08-15,SETL_0062
PAY_0063_00,ORD_PAY_0063_00,30684,captured,netbanking,560,100,user_pay_0063_00@example.com,2026-08-15,SETL_0063
PAY_0063_01,ORD_PAY_0063_01,145066,captured,upi,0,0,user_pay_0063_01@example.com,2026-08-15,SETL_0063
PAY_0064_00,ORD_PAY_0064_00,107969,captured,netbanking,1719,309,user_pay_0064_00@example.com,2026-08-16,SETL_0064
PAY_0064_01,ORD_PAY_0064_01,80048,captured,upi,0,0,user_pay_0064_01@example.com,2026-08-15,SETL_0064
PAY_0064_02,ORD_PAY_0064_02,76674,captured,netbanking,1250,225,user_pay_0064_02@example.com,2026-08-15,SETL_0064
PAY_0065_00,ORD_PAY_0065_00,59844,captured,netbanking,997,179,user_pay_0065_00@example.com,2026-08-16,SETL_0065
PAY_0065_01,ORD_PAY_0065_01,147323,captured,upi,0,0,user_pay_0065_01@example.com,2026-08-16,SETL_0065
PAY_0066_00,ORD_PAY_0066_00,202034,captured,netbanking,3130,563,user_pay_0066_00@example.com,2026-08-15,SETL_0066
PAY_0066_01,ORD_PAY_0066_01,214285,captured,upi,0,0,user_pay_0066_01@example.com,2026-08-16,SETL_0066
PAY_0067_00,ORD_PAY_0067_00,209890,captured,netbanking,3248,584,user_pay_0067_00@example.com,2026-08-15,SETL_0067
PAY_0067_01,ORD_PAY_0067_01,100211,captured,card,2104,378,user_pay_0067_01@example.com,2026-08-15,SETL_0067
PAY_0067_02,ORD_PAY_0067_02,293545,captured,netbanking,4503,810,user_pay_0067_02@example.com,2026-08-15,SETL_0067
PAY_0068_00,ORD_PAY_0068_00,160716,captured,card,3314,596,user_pay_0068_00@example.com,2026-08-15,SETL_0068
PAY_0068_01,ORD_PAY_0068_01,65436,captured,card,1408,253,user_pay_0068_01@example.com,2026-08-15,SETL_0068
PAY_0068_02,ORD_PAY_0068_02,147854,captured,card,3057,550,user_pay_0068_02@example.com,2026-08-16,SETL_0068
PAY_0069_00,ORD_PAY_0069_00,145336,captured,card,3006,541,user_pay_0069_00@example.com,2026-08-15,SETL_0069
PAY_0069_01,ORD_PAY_0069_01,236030,captured,card,4820,867,user_pay_0069_01@example.com,2026-08-15,SETL_0069
PAY_0069_02,ORD_PAY_0069_02,196621,captured,netbanking,3049,548,user_pay_0069_02@example.com,2026-08-16,SETL_0069
PAY_0070_00,ORD_PAY_0070_00,94885,captured,upi,0,0,user_pay_0070_00@example.com,2026-08-16,SETL_0070
PAY_0070_01,ORD_PAY_0070_01,263085,captured,card,5361,964,user_pay_0070_01@example.com,2026-08-16,SETL_0070
PAY_0071_00,ORD_PAY_0071_00,307331,captured,card,6246,1124,user_pay_0071_00@example.com,2026-08-15,SETL_0071
PAY_0071_01,ORD_PAY_0071_01,98786,captured,card,2075,373,user_pay_0071_01@example.com,2026-08-15,SETL_0071
PAY_0071_02,ORD_PAY_0071_02,262022,captured,netbanking,4030,725,user_pay_0071_02@example.com,2026-08-15,SETL_0071
PAY_0071_03,ORD_PAY_0071_03,210540,captured,netbanking,3258,586,user_pay_0071_03@example.com,2026-08-16,SETL_0071
PAY_0072_00,ORD_PAY_0072_00,273086,captured,netbanking,4196,755,user_pay_0072_00@example.com,2026-08-16,SETL_0072
PAY_0072_01,ORD_PAY_0072_01,223429,captured,card,4568,822,user_pay_0072_01@example.com,2026-08-16,SETL_0072
PAY_0072_02,ORD_PAY_0072_02,287893,captured,card,5857,1054,user_pay_0072_02@example.com,2026-08-15,SETL_0072
PAY_0073_00,ORD_PAY_0073_00,215438,captured,upi,0,0,user_pay_0073_00@example.com,2026-08-16,SETL_0073
PAY_0073_01,ORD_PAY_0073_01,330947,captured,netbanking,5064,911,user_pay_0073_01@example.com,2026-08-15,SETL_0073
PAY_0074_00,ORD_PAY_0074_00,429891,captured,netbanking,6548,1178,user_pay_0074_00@example.com,2026-08-16,SETL_0074
PAY_0074_01,ORD_PAY_0074_01,325060,captured,netbanking,4975,895,user_pay_0074_01@example.com,2026-08-15,SETL_0074
PAY_0074_02,ORD_PAY_0074_02,102704,captured,upi,0,0,user_pay_0074_02@example.com,2026-08-15,SETL_0074
PAY_0075_00,ORD_PAY_0075_00,421205,captured,netbanking,6418,1155,user_pay_0075_00@example.com,2026-08-15,SETL_0075
PAY_0075_01,ORD_PAY_0075_01,193818,captured,upi,0,0,user_pay_0075_01@example.com,2026-08-15,SETL_0075
PAY_0076_00,ORD_PAY_0076_00,444679,captured,card,8993,1618,user_pay_0076_00@example.com,2026-08-15,SETL_0076
PAY_0076_01,ORD_PAY_0076_01,56430,captured,netbanking,946,170,user_pay_0076_01@example.com,2026-08-15,SETL_0076
PAY_0076_02,ORD_PAY_0076_02,296099,captured,card,6021,1083,user_pay_0076_02@example.com,2026-08-15,SETL_0076
PAY_0076_03,ORD_PAY_0076_03,228628,captured,upi,0,0,user_pay_0076_03@example.com,2026-08-15,SETL_0076
PAY_0077_00,ORD_PAY_0077_00,307816,captured,upi,0,0,user_pay_0077_00@example.com,2026-08-16,SETL_0077
PAY_0077_01,ORD_PAY_0077_01,380010,captured,netbanking,5800,1044,user_pay_0077_01@example.com,2026-08-15,SETL_0077
PAY_0077_02,ORD_PAY_0077_02,129548,captured,upi,0,0,user_pay_0077_02@example.com,2026-08-16,SETL_0077
PAY_0078_00,ORD_PAY_0078_00,450788,captured,card,9115,1640,user_pay_0078_00@example.com,2026-08-16,SETL_0078
PAY_0078_01,ORD_PAY_0078_01,362542,captured,netbanking,5538,996,user_pay_0078_01@example.com,2026-08-15,SETL_0078
PAY_0078_02,ORD_PAY_0078_02,456686,captured,netbanking,6950,1251,user_pay_0078_02@example.com,2026-08-15,SETL_0078
PAY_0078_03,ORD_PAY_0078_03,286199,captured,card,5823,1048,user_pay_0078_03@example.com,2026-08-15,SETL_0078
PAY_0079_00,ORD_PAY_0079_00,438019,captured,upi,0,0,user_pay_0079_00@example.com,2026-08-16,SETL_0079
PAY_0079_01,ORD_PAY_0079_01,158940,captured,netbanking,2484,447,user_pay_0079_01@example.com,2026-08-15,SETL_0079
PAY_0079_02,ORD_PAY_0079_02,188750,captured,netbanking,2931,527,user_pay_0079_02@example.com,2026-08-15,SETL_0079
PAY_0079_03,ORD_PAY_0079_03,132343,captured,upi,0,0,user_pay_0079_03@example.com,2026-08-15,SETL_0079
PAY_0080_00,ORD_PAY_0080_00,286193,captured,netbanking,4392,790,user_pay_0080_00@example.com,2026-08-16,SETL_0080
PAY_0080_01,ORD_PAY_0080_01,296369,captured,card,6027,1084,user_pay_0080_01@example.com,2026-08-15,SETL_0080
PAY_0080_02,ORD_PAY_0080_02,171360,captured,card,3527,634,user_pay_0080_02@example.com,2026-08-16,SETL_0080
