payment_id,order_id,amount,status,method,fee,tax,customer_email,created_at,settlement_id
PAY_0046_02,ORD_PAY_0046_02,354396,captured,card,7187,1293,user_pay_0046_02@example.com,2026-08-15,SETL_0046
PAY_0046_03,ORD_PAY_0046_03,106834,captured,netbanking,1702,306,user_pay_0046_03@example.com,2026-08-15,SETL_0046
PAY_0047_00,ORD_PAY_0047_00,367828,captured,netbanking,5617,1030,user_pay_0047_00@example.com,2026-08-15,SETL_0047
PAY_0047_01,ORD_PAY_0047_01,149656,captured,card,3093,556,user_pay_0047_01@example.com,2026-08-15,SETL_0047
PAY_0047_02,ORD_PAY_0047_02,421607,captured,card,8532,1535,user_pay_0047_02@example.com,2026-08-15,SETL_0047
PAY_0048_00,ORD_PAY_0048_00,427188,captured,netbanking,6507,1159,user_pay_0048_00@example.com,2026-08-16,SETL_0048
PAY_0048_01,ORD_PAY_0048_01,276124,captured,upi,0,0,user_pay_0048_01@example.com,2026-08-16,SETL_0048
PAY_0048_02,ORD_PAY_0048_02,223119,captured,netbanking,3446,620,user_pay_0048_02@example.com,2026-08-15,SETL_0048
PAY_0048_03,ORD_PAY_0048_03,397806,captured,upi,0,0,user_pay_0048_03@example.com,2026-08-16,SETL_0048
PAY_0049_00,ORD_PAY_0049_00,234115,captured,card,4782,860,user_pay_0049_00@example.com,2026-08-15,SETL_0049
PAY_0049_01,ORD_PAY_0049_01,175008,captured,netbanking,2725,490,user_pay_0049_01@example.com,2026-08-15,SETL_0049
PAY_0049_02,ORD_PAY_0049_02,120579,captured,card,2511,451,user_pay_0049_02@example.com,2026-08-16,SETL_0049
PAY_0050_00,ORD_PAY_0050_00,188951,captured,card,3879,698,user_pay_0050_00@example.com,2026-08-15,SETL_0050
PAY_0050_01,ORD_PAY_0050_01,251819,captured,netbanking,3877,697,user_pay_0050_01@example.com,2026-08-15,SETL_0050
PAY_0050_02,ORD_PAY_0050_02,288002,captured,card,5860,1054,user_pay_0050_02@example.com,2026-08-16,SETL_0050
PAY_0051_00,ORD_PAY_0051_00,137776,captured,upi,0,0,user_pay_0051_00@example.com,2026-08-15,SETL_0051
PAY_0051_01,ORD_PAY_0051_01,32805,captured,upi,0,0,user_pay_0051_01@example.com,2026-08-15,SETL_0051
PAY_0051_02,ORD_PAY_0051_02,269108,captured,netbanking,4136,744,user_pay_0051_02@example.com,2026-08-16,SETL_0051
PAY_0052_00,ORD_PAY_0052_00,97369,captured,netbanking,1560,280,user_pay_0052_00@example.com,2026-08-16,SETL_0052
PAY_0052_01,ORD_PAY_0052_01,22907,captured,upi,0,0,user_pay_0052_01@example.com,2026-08-16,SETL_0052
PAY_0053_00,ORD_PAY_0053_00,252035,captured,netbanking,3880,698,user_pay_0053_00@example.com,2026-08-16,SETL_0053
PAY_0053_01,ORD_PAY_0053_01,284649,captured,card,5792,1042,user_pay_0053_01@example.com,2026-08-16,SETL_0053
PAY_0053_02,ORD_PAY_0053_02,253787,captured,upi,0,0,user_pay_0053_02@example.com,2026-08-16,SETL_0053
PAY_0054_00,ORD_PAY_0054_00,172942,captured,card,3558,640,user_pay_0054_00@example.com,2026-08-15,SETL_0054
PAY_0054_01,ORD_PAY_0054_01,217619,captured,netbanking,3364,605,user_pay_0054_01@example.com,2026-08-15,SETL_0054
PAY_0054_02,ORD_PAY_0054_02,122547,captured,upi,0,0,user_pay_0054_02@example.com,2026-08-15,SETL_0054
PAY_0055_00,ORD_PAY_0055_00,267510,captured,card,5450,981,user_pay_0055_00@example.com,2026-08-15,SETL_0055
PAY_0055_01,ORD_PAY_0055_01,334484,captured,card,6789,1222,user_pay_0055_01@example.com,2026-08-15,SETL_0055
PAY_0056_00,ORD_PAY_0056_00,499174,captured,netbanking,7587,1365,user_pay_0056_00@example.com,2026-08-15,SETL_0056
PAY_0056_01,ORD_PAY_0056_01,300074,captured,upi,0,0,user_pay_0056_01@example.com,2026-08-15,SETL_0056
PAY_0057_00,ORD_PAY_0057_00,305972,captured,upi,0,0,user_pay_0057_00@example.com,2026-08-15,SETL_0057
PAY_0057_01,ORD_PAY_0057_01,278503,captured,card,5670,1020,user_pay_0057_01@example.com,2026-08-15,SETL_0057
PAY_0058_00,ORD_PAY_0058_00,490667,captured,card,9913,1784,user_pay_0058_00@example.com,2026-08-15,SETL_0058
PAY_0058_01,ORD_PAY_0058_01,376241,captured,netbanking,5743,1033,user_pay_0058_01@example.com,2026-08-15,SETL_0058
PAY_0059_00,ORD_PAY_0059_00,244716,captured,upi,0,0,user_pay_0059_00@example.com,2026-08-15,SETL_0059
PAY_0059_01,ORD_PAY_0059_01,115278,captured,upi,0,0,user_pay_0059_01@example.com,2026-08-15,SETL_0059
PAY_0060_00,ORD_PAY_0060_00,218771,captured,card,4475,805,user_pay_0060_00@example.com,2026-08-16,SETL_0060
PAY_0060_01,ORD_PAY_0060_01,241021,captured,card,4920,885,user_pay_0060_01@example.com,2026-08-15,SETL_0060
PAY_0060_02,ORD_PAY_0060_02,266576,captured,upi,0,0,user_pay_0060_02@example.com,2026-08-16,SETL_0060
PAY_0061_00,ORD_PAY_0061_00,36268,captured,upi,0,0,user_pay_0061_00@example.com,2026-08-15,SETL_0061
PAY_0061_01,ORD_PAY_0061_01,30684,captured,netbanking,560,100,user_pay_0061_01@example.com,2026-08-15,SETL_0061
PAY_0062_00,ORD_PAY_0062_00,263811,captured,netbanking,4057,730,user_pay_0062_00@example.com,2026-08-15,SETL_0062
PAY_0062_01,ORD_PAY_0062_01,213407,captured,upi,0,0,user_pay_0062_01@example.com,2026-08-16,SETL_0062
PAY_0063_00,ORD_PAY_0063_00,183555,captured,netbanking,2853,513,user_pay_0063_00@example.com,2026-08-16,SETL_0063
PAY_0063_01,ORD_PAY_0063_01,216768,captured,card,4435,798,user_pay_0063_01@example.com,2026-08-16,SETL_0063
PAY_0064_00,ORD_PAY_0064_00,178116,captured,netbanking,2771,498,user_pay_0064_00@example.com,2026-08-16,SETL_0064
PAY_0064_01,ORD_PAY_0064_01,83467,captured,netbanking,1352,243,user_pay_0064_01@example.com,2026-08-15,SETL_0064
PAY_0065_00,ORD_PAY_0065_00,26633,captured,card,632,113,user_pay_0065_00@example.com,2026-08-15,SETL_0065
PAY_0065_01,ORD_PAY_0065_01,75332,captured,card,1606,289,user_pay_0065_01@example.com,2026-08-15,SETL_0065
PAY_0065_02,ORD_PAY_0065_02,261035,captured,netbanking,4015,722,user_pay_0065_02@example.com,2026-08-15,SETL_0065
PAY_0066_00,ORD_PAY_0066_00,263727,captured,card,5374,967,user_pay_0066_00@example.com,2026-08-16,SETL_0066
PAY_0066_01,ORD_PAY_0066_01,160716,captured,card,3314,596,user_pay_0066_01@example.com,2026-08-15,SETL_0066
PAY_0066_02,ORD_PAY_0066_02,65436,captured,card,1408,253,user_pay_0066_02@example.com,2026-08-15,SETL_0066
PAY_0067_00,ORD_PAY_0067_00,35047,captured,card,800,144,user_pay_0067_00@example.com,2026-08-15,SETL_0067
PAY_0067_01,ORD_PAY_0067_01,115336,captured,card,2406,433,user_pay_0067_01@example.com,2026-08-15,SETL_0067
PAY_0067_02,ORD_PAY_0067_02,206030,captured,card,4220,759,user_pay_0067_02@example.com,2026-08-15,SETL_0067
PAY_0068_00,ORD_PAY_0068_00,290861,captured,upi,0,0,user_pay_0068_00@example.com,2026-08-15,SETL_0068
PAY_0068_01,ORD_PAY_0068_01,146540,captured,netbanking,2298,413,user_pay_0068_01@example.com,2026-08-15,SETL_0068
PAY_0069_00,ORD_PAY_0069_00,59040,captured,upi,0,0,user_pay_0069_00@example.com,2026-08-15,SETL_0069
PAY_0069_01,ORD_PAY_0069_01,166180,captured,card,3423,616,user_pay_0069_01@example.com,2026-08-16,SETL_0069
PAY_0069_02,ORD_PAY_0069_02,177561,captured,card,3651,657,user_pay_0069_02@example.com,2026-08-16,SETL_0069
PAY_0070_00,ORD_PAY_0070_00,230227,captured,card,4704,846,user_pay_0070_00@example.com,2026-08-16,SETL_0070
PAY_0070_01,ORD_PAY_0070_01,338562,captured,card,6871,1236,user_pay_0070_01@example.com,2026-08-15,SETL_0070
PAY_0070_02,ORD_PAY_0070_02,287893,captured,card,5857,1054,user_pay_0070_02@example.com,2026-08-15,SETL_0070
PAY_0070_03,ORD_PAY_0070_03,181807,captured,upi,0,0,user_pay_0070_03@example.com,2026-08-15,SETL_0070
PAY_0071_00,ORD_PAY_0071_00,330947,captured,netbanking,5064,911,user_pay_0071_00@example.com,2026-08-15,SETL_0071
PAY_0071_01,ORD_PAY_0071_01,150422,captured,upi,0,0,user_pay_0071_01@example.com,2026-08-16,SETL_0071
PAY_0071_02,ORD_PAY_0071_02,303859,captured,card,6177,1111,user_pay_0071_02@example.com,2026-08-16,SETL_0071
PAY_0071_03,ORD_PAY_0071_03,359113,captured,netbanking,5486,987,user_pay_0071_03@example.com,2026-08-16,SETL_0071
PAY_0072_00,ORD_PAY_0072_00,169266,captured,card,3485,627,user_pay_0072_00@example.com,2026-08-15,SETL_0072
PAY_0072_01,ORD_PAY_0072_01,208475,captured,upi,0,0,user_pay_0072_01@example.com,2026-08-16,SETL_0072
PAY_0072_02,ORD_PAY_0072_02,330040,captured,upi,0,0,user_pay_0072_02@example.com,2026-08-15,SETL_0072
PAY_0073_00,ORD_PAY_0073_00,116206,captured,netbanking,1843,331,user_pay_0073_00@example.com,2026-08-16,SETL_0073
PAY_0073_01,ORD_PAY_0073_01,307361,captured,upi,0,0,user_pay_0073_01@example.com,2026-08-15,SETL_0073
PAY_0073_02,ORD_PAY_0073_02,350974,captured,card,7119,1281,user_pay_0073_02@example.com,2026-08-15,SETL_0073
PAY_0073_03,ORD_PAY_0073_03,300984,captured,card,6119,1101,user_pay_0073_03@example.com,2026-08-15,SETL_0073
PAY_0074_00,ORD_PAY_0074_00,481025,captured,upi,0,0,user_pay_0074_00@example.com,2026-08-15,SETL_0074
PAY_0074_01,ORD_PAY_0074_01,307816,captured,upi,0,0,user_pay_0074_01@example.com,2026-08-16,SETL_0074
PAY_0075_00,ORD_PAY_0075_00,94659,captured,upi,0,0,user_pay_0075_00@example.com,2026-08-15,SETL_0075
PAY_0075_01,ORD_PAY_0075_01,342590,captured,card,6951,1251,user_pay_0075_01@example.com,2026-08-16,SETL_0075
PAY_0075_02,ORD_PAY_0075_02,362542,captured,netbanking,5538,996,user_pay_0075_02@example.com,2026-08-15,SETL_0075
PAY_0076_00,ORD_PAY_0076_00,358556,captured,card,7271,1308,user_pay_0076_00@example.com,2026-08-15,SETL_0076
PAY_0076_01,ORD_PAY_0076_01,348125,captured,netbanking,5321,957,user_pay_0076_01@example.com,2026-08-15,SETL_0076
PAY_0076_02,ORD_PAY_0076_02,369622,captured,netbanking,5644,1015,user_pay_0076_02@example.com,2026-08-15,SETL_0076
PAY_0077_00,ORD_PAY_0077_00,175758,captured,upi,0,0,user_pay_0077_00@example.com,2026-08-16,SETL_0077
PAY_0077_01,ORD_PAY_0077_01,89355,captured,upi,0,0,user_pay_0077_01@example.com,2026-08-15,SETL_0077
PAY_0078_00,ORD_PAY_0078_00,67112,captured,upi,0,0,user_pay_0078_00@example.com,2026-08-15,SETL_0078
PAY_0078_01,ORD_PAY_0078_01,420648,captured,card,8512,1532,user_pay_0078_01@example.com,2026-08-16,SETL_0078
PAY_0078_02,ORD_PAY_0078_02,288043,captured,upi,0,0,user_pay_0078_02@example.com,2026-08-16,SETL_0078
PAY_0079_00,ORD_PAY_0079_00,471478,captured,upi,0,0,user_pay_0079_00@example.com,2026-08-15,SETL_0079
PAY_0079_01,ORD_PAY_0079_01,110175,captured,netbanking,1752,315,user_pay_0079_01@example.com,2026-08-15,SETL_0079
PAY_0079_02,ORD_PAY_0079_02,389547,captured,upi,0,0,user_pay_0079_02@example.com,2026-08-15,SETL_0079
PAY_0079_03,ORD_PAY_0079_03,483392,captured,upi,0,0,user_pay_0079_03@example.com,2026-08-15,SETL_0079
PAY_0080_00,ORD_PAY_0080_00,442669,captured,netbanking,6740,1213,user_pay_0080_00@example.com,2026-08-15,SETL_0080
PAY_0080_01,ORD_PAY_0080_01,280242,captured,upi,0,0,user_pay_0080_01@example.com,2026-08-15,SETL_0080
PAY_0080_02,ORD_PAY_0080_02,411065,captured,card,8321,1497,user_pay_0080_02@example.com,2026-08-16,SETL_0080
PAY_0080_03,ORD_PAY_0080_03,261030,captured,card,5320,957,user_pay_0080_03@example.com,2026-08-16,SETL_0080
